ClaimNumber,PolicyNumber, ClaimAmount ,LossDate,ReportDate
C907437,P108498,5601,8/27/2017,9/12/2018
C907438,P100161,1883,5/10/2018,9/12/2018
C907439,P110994,4029,6/29/2018,9/13/2018
C907440,P100274,7538,9/13/2018,9/13/2018
C907441,P103034,6253,1/9/2018,9/13/2018
C907442,P106408,1556,8/23/2018,9/13/2018
C907443,P101902,3945,12/10/2017,9/13/2018
C907444,P108247,6147,6/15/2018,9/13/2018
C907445,P110694,6803,8/9/2018,9/13/2018
C907446,P102672,7165,10/12/2016,9/14/2018
C907447,P102573,67,12/8/2016,9/14/2018
C907448,P101074,1952,6/2/2018,9/14/2018
C907449,P102113,4003,5/20/2017,9/14/2018
C907450,P104457,6742,12/28/2016,9/14/2018
C907451,P109146,9639,8/31/2018,9/14/2018
C907452,P109807,3848,8/14/2017,9/14/2018
C907453,P102135,5969,6/24/2018,9/14/2018
C907454,P106201,8430,5/17/2018,9/14/2018
C907455,P102723,622,12/12/2017,9/14/2018
C907456,P101872,5362,8/26/2016,9/14/2018
C907457,P108696,6066,4/6/2018,9/14/2018
C907458,P109215,2799,8/31/2017,9/14/2018
C907459,P106934,494,11/22/2016,9/14/2018
C907460,P110446,9539,7/5/2018,9/14/2018
C907461,P106930,4801,6/7/2016,9/15/2018
C907462,P110524,24,5/7/2018,9/15/2018
C907463,P110448,7201,7/18/2018,9/15/2018
C907464,P106442,512,2/25/2016,9/15/2018
C907465,P100660,6559,7/21/2018,9/15/2018
C907466,P103529,5774,6/16/2018,9/16/2018
C907467,P107223,5324,1/14/2018,9/16/2018
C907468,P102223,5732,8/19/2018,9/16/2018
C907469,P110897,6288,5/19/2018,9/16/2018
C907470,P108475,1014,1/24/2018,9/16/2018
C907471,P104592,6137,5/23/2018,9/16/2018
C907472,P107237,8458,9/13/2018,9/16/2018
C907473,P109223,2386,4/14/2018,9/16/2018
C907474,P101113,4423,8/13/2017,9/16/2018
C907475,P106303,1205,7/9/2018,9/17/2018
C907476,P110338,20417,8/15/2018,9/17/2018
C907477,P104931,4755,5/28/2016,9/17/2018
C907478,P103807,12521,8/7/2018,9/17/2018
C907479,P105721,3309,12/8/2017,9/17/2018
C907480,P111242,3812,6/20/2018,9/17/2018
C907481,P104766,4874,4/6/2018,9/17/2018
C907482,P100571,2948,9/16/2018,9/18/2018
C907483,P108868,6256,1/19/2018,9/18/2018
C907484,P102356,24026,4/13/2016,9/18/2018
C907485,P110985,955,4/9/2018,9/18/2018
C907486,P100918,2568,9/16/2017,9/18/2018
C907487,P110234,728,9/3/2018,9/18/2018
C907488,P108059,1435,11/20/2016,9/18/2018
C907489,P107278,5296,2/3/2017,9/18/2018
C907490,P106217,472,7/14/2018,9/18/2018
C907491,P107654,35634,7/25/2016,9/19/2018
C907492,P101350,1741,11/24/2015,9/19/2018
C907493,P107227,1723,7/16/2018,9/19/2018
C907494,P108203,522,6/14/2018,9/19/2018
C907495,P105505,2520,8/8/2018,9/19/2018
C907496,P110434,4022,8/18/2018,9/19/2018
C907497,P108094,11025,1/20/2018,9/19/2018
C907498,P109504,7870,8/28/2018,9/20/2018
C907499,P104540,22958,12/10/2016,9/20/2018
C907500,P109857,10844,9/3/2018,9/20/2018
C907501,P105171,1262,5/21/2018,9/20/2018
C907502,P102420,7133,8/14/2018,9/21/2018
C907503,P101999,67,4/17/2018,9/21/2018
C907504,P101792,1844,9/30/2014,9/21/2018
C907505,P103117,3078,4/4/2015,9/21/2018
C907506,P104573,8282,11/22/2015,9/21/2018
C907507,P111352,274,9/16/2018,9/21/2018
C907508,P104824,6398,7/6/2018,9/21/2018
C907509,P103695,588,9/3/2018,9/22/2018
C907510,P106663,15409,8/9/2017,9/22/2018
C907511,P105530,734,1/21/2018,9/22/2018
C907512,P106739,1361,6/7/2017,9/22/2018
C907513,P109200,10001,9/1/2018,9/22/2018
C907514,P111120,2361,6/26/2018,9/22/2018
C907515,P104931,4399,9/22/2015,9/22/2018
C907516,P103538,966,4/10/2018,9/22/2018
C907517,P110128,3393,2/17/2018,9/22/2018
C907518,P108716,1789,8/18/2017,9/22/2018
C907519,P104947,10236,5/4/2018,9/22/2018
C907520,P101662,1453,1/2/2015,9/23/2018
C907521,P105768,13253,8/16/2018,9/23/2018
C907522,P102783,1620,11/13/2017,9/23/2018
C907523,P111389,8897,7/9/2018,9/23/2018
C907524,P109954,2156,6/21/2018,9/23/2018
C907525,P109596,33,9/18/2017,9/23/2018
C907526,P101670,107,8/16/2017,9/23/2018
C907527,P110649,6771,9/22/2018,9/23/2018
C907528,P102005,2842,7/7/2017,9/24/2018
C907529,P108316,361,3/3/2017,9/24/2018
C907530,P110297,5973,7/21/2018,9/24/2018
C907531,P104122,3060,5/31/2018,9/24/2018
C907532,P102350,1813,10/28/2016,9/24/2018
C907533,P107316,11759,5/1/2018,9/24/2018
C907534,P107706,10459,8/21/2018,9/25/2018
C907535,P106695,800,7/6/2016,9/25/2018
C907536,P107981,9884,9/24/2018,9/25/2018
C907537,P107246,1151,4/17/2018,9/25/2018
C907538,P103883,575,4/5/2015,9/25/2018
C907539,P110390,7133,7/17/2018,9/26/2018
C907540,P110145,5748,4/15/2018,9/26/2018
C907541,P107216,2289,5/8/2018,9/26/2018
C907542,P104195,5998,8/18/2015,9/26/2018
C907543,P104588,9785,2/27/2018,9/26/2018
C907544,P106871,7149,2/6/2018,9/26/2018
C907545,P107365,2745,9/22/2018,9/27/2018
C907546,P101006,4489,11/12/2015,9/27/2018
C907547,P108614,4251,2/19/2018,9/27/2018
C907548,P101689,11672,5/5/2018,9/27/2018
C907549,P109110,1716,8/1/2018,9/27/2018
C907550,P105074,5320,7/4/2018,9/27/2018
C907551,P105073,8644,8/31/2018,9/28/2018
C907552,P110631,6742,9/25/2018,9/28/2018
C907553,P105461,5720,12/17/2017,9/28/2018
C907554,P111270,7803,8/22/2018,9/28/2018
C907555,P105651,1539,1/22/2017,9/28/2018
C907556,P107960,5168,3/8/2017,9/28/2018
C907557,P107897,5171,4/7/2018,9/28/2018
C907558,P100061,5344,11/27/2017,9/28/2018
C907559,P109322,40,9/16/2017,9/29/2018
C907560,P101444,1590,4/7/2016,9/29/2018
C907561,P110550,3113,10/14/2017,9/29/2018
C907562,P106016,9108,2/19/2018,9/29/2018
C907563,P100475,2496,7/19/2014,9/29/2018
C907564,P106154,3034,11/13/2017,9/30/2018
C907565,P106726,3566,4/16/2017,9/30/2018
C907566,P107064,3547,11/3/2016,9/30/2018
C907567,P105634,68,7/30/2016,9/30/2018
C907568,P109894,11627,8/2/2017,9/30/2018
C907569,P105588,141,4/20/2016,9/30/2018
C907570,P110406,2134,1/19/2018,9/30/2018
C907571,P103622,1369,11/16/2015,9/30/2018
C907572,P105405,58,3/5/2018,10/1/2018
C907573,P109609,3398,7/25/2018,10/1/2018
C907574,P100756,3090,5/3/2018,10/1/2018
C907575,P110827,3446,3/16/2018,10/1/2018
C907576,P109829,2371,9/23/2018,10/1/2018
C907577,P103396,2058,6/7/2016,10/1/2018
C907578,P103036,8303,2/15/2016,10/1/2018
C907579,P100598,1864,7/31/2016,10/1/2018
C907580,P109172,18417,1/29/2018,10/2/2018
C907581,P106415,3803,6/14/2018,10/2/2018
C907582,P107552,10298,11/24/2016,10/2/2018
C907583,P102640,627,11/16/2015,10/2/2018
C907584,P111157,1959,5/20/2018,10/2/2018
C907585,P109177,24591,2/21/2018,10/2/2018
C907586,P108274,5911,7/2/2017,10/2/2018
C907587,P103393,3007,9/3/2018,10/2/2018
C907588,P103447,852,8/24/2017,10/2/2018
C907589,P107709,6853,4/21/2018,10/2/2018
C907590,P108163,7753,3/23/2018,10/2/2018
C907591,P108404,1996,10/24/2017,10/2/2018
C907592,P109805,720,7/20/2017,10/2/2018
C907593,P100839,4107,3/15/2018,10/2/2018
C907594,P102797,5749,9/16/2018,10/3/2018
C907595,P107230,76,5/31/2018,10/3/2018
C907596,P104927,5870,7/25/2018,10/3/2018
C907597,P101403,3826,10/25/2016,10/3/2018
C907598,P108904,21849,8/29/2018,10/3/2018
C907599,P106168,26292,12/29/2017,10/3/2018
C907600,P107685,1151,10/2/2018,10/4/2018
C907601,P107916,1050,12/14/2017,10/4/2018
C907602,P107993,3903,1/20/2018,10/4/2018
C907603,P102573,11704,8/3/2017,10/4/2018
C907604,P102519,7306,3/1/2017,10/4/2018
C907605,P105051,363,5/17/2017,10/4/2018
C907606,P107248,3210,11/23/2017,10/4/2018
C907607,P111629,3536,10/4/2018,10/4/2018
C907608,P109791,14640,12/24/2017,10/5/2018
C907609,P110675,3923,4/4/2018,10/5/2018
C907610,P109862,2455,11/3/2017,10/5/2018
C907611,P106704,508,6/9/2016,10/5/2018
C907612,P105982,13126,6/6/2017,10/5/2018
C907613,P105713,5990,9/27/2017,10/5/2018
C907614,P105577,4718,1/11/2018,10/5/2018
C907615,P105065,83,11/22/2017,10/6/2018
C907616,P108086,6266,9/2/2018,10/6/2018
C907617,P102214,24,1/30/2016,10/6/2018
C907618,P110505,1571,12/7/2017,10/6/2018
C907619,P107649,957,8/21/2018,10/6/2018
C907620,P110040,43,7/15/2018,10/6/2018
C907621,P106434,695,12/26/2015,10/7/2018
C907622,P106712,499,8/4/2018,10/7/2018
C907623,P106645,7695,10/4/2017,10/7/2018
C907624,P105460,3851,5/28/2018,10/7/2018
C907625,P109268,341,10/10/2017,10/7/2018
C907626,P102058,6668,4/9/2018,10/8/2018
C907627,P100918,4687,7/6/2016,10/8/2018
C907628,P106087,402,5/22/2016,10/8/2018
C907629,P103389,2009,11/26/2017,10/8/2018
C907630,P107860,1415,8/7/2017,10/9/2018
C907631,P108836,4393,7/30/2018,10/9/2018
C907632,P101189,4306,8/27/2015,10/9/2018
C907633,P110281,1202,3/28/2018,10/9/2018
C907634,P107232,817,6/6/2017,10/9/2018
C907635,P103013,266,8/10/2018,10/9/2018
C907636,P104472,6735,9/5/2018,10/9/2018
C907637,P108444,5488,5/22/2017,10/9/2018
C907638,P104099,51,12/19/2017,10/9/2018
C907639,P104232,123,7/7/2018,10/10/2018
C907640,P105006,19066,8/17/2016,10/10/2018
C907641,P111161,1200,8/11/2018,10/10/2018
C907642,P100236,1755,11/28/2016,10/10/2018
C907643,P106233,2641,9/23/2017,10/10/2018
C907644,P112000,2551,7/17/2018,10/10/2018
C907645,P108795,8271,6/9/2017,10/10/2018
C907646,P102409,2186,10/4/2018,10/10/2018
C907647,P105054,6691,6/9/2018,10/10/2018
C907648,P111583,4182,6/17/2018,10/10/2018
C907649,P102592,2417,5/24/2018,10/11/2018
C907650,P111713,2207,5/7/2018,10/11/2018
C907651,P101121,262,7/27/2017,10/11/2018
C907652,P106494,2244,9/10/2018,10/11/2018
C907653,P106329,3813,6/19/2018,10/11/2018
C907654,P108518,2172,5/11/2017,10/11/2018
C907655,P111182,1440,5/6/2018,10/11/2018
C907656,P110983,24066,1/29/2018,10/11/2018
C907657,P106769,1317,10/17/2017,10/11/2018
C907658,P109547,6981,6/24/2018,10/11/2018
C907659,P101118,7779,4/6/2017,10/12/2018
C907660,P108740,4607,7/11/2017,10/12/2018
C907661,P104570,5187,11/2/2016,10/12/2018
C907662,P107237,129,8/28/2018,10/12/2018
C907663,P106410,1883,3/19/2018,10/12/2018
C907664,P108967,685,6/21/2017,10/12/2018
C907665,P104254,416,7/11/2018,10/12/2018
C907666,P110181,6657,9/30/2017,10/12/2018
C907667,P109512,4197,11/6/2017,10/12/2018
C907668,P103630,13184,5/22/2017,10/13/2018
C907669,P111037,5394,3/9/2018,10/13/2018
C907670,P109215,999,12/27/2017,10/13/2018
C907671,P101911,24717,8/11/2018,10/13/2018
C907672,P103267,10186,4/21/2018,10/13/2018
C907673,P104969,166,9/4/2018,10/13/2018
C907674,P107236,1870,2/24/2018,10/14/2018
C907675,P106544,12086,8/24/2018,10/14/2018
C907676,P111073,3544,6/7/2018,10/14/2018
C907677,P109609,87,6/27/2018,10/14/2018
C907678,P108627,5282,9/7/2018,10/14/2018
C907679,P108307,5699,4/28/2018,10/14/2018
C907680,P106577,1258,11/26/2017,10/14/2018
C907681,P100606,4263,2/24/2017,10/14/2018
C907682,P104860,6007,12/27/2016,10/14/2018
C907683,P103124,9517,4/2/2016,10/14/2018
C907684,P108495,4067,4/8/2017,10/15/2018
C907685,P105282,1345,2/26/2018,10/15/2018
C907686,P103145,846,7/23/2018,10/15/2018
C907687,P105726,2384,11/24/2017,10/15/2018
C907688,P109747,1815,7/5/2018,10/15/2018
C907689,P109980,2197,2/14/2018,10/15/2018
C907690,P111823,20581,9/12/2018,10/15/2018
C907691,P110664,201,1/10/2018,10/15/2018
C907692,P100414,5984,1/25/2018,10/15/2018
C907693,P109845,274,6/27/2018,10/15/2018
C907694,P107072,1958,7/5/2017,10/15/2018
C907695,P101771,1839,8/7/2018,10/15/2018
C907696,P108418,4266,9/11/2017,10/16/2018
C907697,P100483,5179,9/3/2017,10/16/2018
C907698,P100696,2475,1/30/2017,10/16/2018
C907699,P104047,38,2/26/2018,10/16/2018
C907700,P109749,9577,11/23/2017,10/17/2018
C907701,P109324,2974,11/19/2017,10/17/2018
C907702,P110311,1556,10/4/2018,10/17/2018
C907703,P104296,9764,7/31/2018,10/17/2018
C907704,P108490,3552,7/22/2018,10/17/2018
C907705,P111029,15946,12/17/2017,10/18/2018
C907706,P101156,123,9/12/2017,10/18/2018
C907707,P108136,3545,7/23/2018,10/18/2018
C907708,P110263,1658,7/25/2018,10/19/2018
C907709,P111205,13021,8/21/2018,10/19/2018
C907710,P109536,684,11/13/2017,10/19/2018
C907711,P107082,4681,1/29/2017,10/20/2018
C907712,P104166,3443,7/17/2018,10/20/2018
C907713,P107645,7741,1/29/2017,10/20/2018
C907714,P107882,5912,5/26/2018,10/20/2018
C907715,P112061,1044,8/28/2018,10/20/2018
C907716,P104268,5627,8/18/2017,10/20/2018
C907717,P104768,24046,1/14/2017,10/20/2018
C907718,P106690,930,4/9/2018,10/21/2018
C907719,P104827,1291,3/7/2018,10/21/2018
C907720,P108330,1309,10/5/2018,10/21/2018
C907721,P104444,3689,2/25/2018,10/21/2018
C907722,P107856,1569,7/28/2017,10/21/2018
C907723,P109250,3824,12/30/2017,10/21/2018
C907724,P105269,3816,1/30/2016,10/21/2018
C907725,P102614,14226,9/25/2018,10/21/2018
C907726,P109229,2964,6/8/2018,10/22/2018
C907727,P102740,8619,3/18/2018,10/22/2018
C907728,P110271,5242,10/13/2017,10/22/2018
C907729,P107390,7182,8/13/2018,10/22/2018
C907730,P108514,6361,12/9/2017,10/22/2018
C907731,P103293,3330,8/31/2018,10/22/2018
C907732,P105224,2232,4/27/2017,10/22/2018
C907733,P110907,2477,10/15/2018,10/23/2018
C907734,P107875,387,8/11/2018,10/23/2018
C907735,P106998,1784,12/21/2016,10/23/2018
C907736,P108230,1578,9/15/2018,10/23/2018
C907737,P108326,18854,8/8/2018,10/23/2018
C907738,P108217,6803,4/5/2018,10/23/2018
C907739,P107166,7780,8/9/2017,10/23/2018
C907740,P104894,7366,7/1/2018,10/24/2018
C907741,P108962,8256,5/27/2018,10/24/2018
C907742,P103880,3871,7/27/2015,10/24/2018
C907743,P101545,20296,5/10/2016,10/24/2018
C907744,P111794,5349,7/10/2018,10/24/2018
C907745,P104923,8835,7/30/2018,10/24/2018
C907746,P107670,1554,6/24/2017,10/24/2018
C907747,P107632,862,7/19/2018,10/25/2018
C907748,P103541,7357,2/22/2018,10/25/2018
C907749,P101452,6562,6/15/2018,10/25/2018
C907750,P110332,1813,12/12/2017,10/25/2018
C907751,P100891,919,5/8/2017,10/26/2018
C907752,P107710,3224,2/1/2018,10/26/2018
C907753,P110152,14922,8/5/2018,10/26/2018
C907754,P100317,15353,6/4/2014,10/26/2018
C907755,P105612,543,5/14/2018,10/26/2018
C907756,P109531,1914,2/22/2018,10/26/2018
C907757,P107615,382,6/24/2016,10/26/2018
C907758,P110045,5983,3/20/2018,10/26/2018
C907759,P101769,12964,3/11/2017,10/26/2018
C907760,P105637,27328,2/21/2017,10/26/2018
C907761,P106761,397,2/19/2017,10/26/2018
C907762,P101999,6140,10/26/2018,10/26/2018
C907763,P108272,302,8/5/2018,10/26/2018
C907764,P109320,1877,9/25/2018,10/27/2018
C907765,P110290,212,11/8/2017,10/27/2018
C907766,P107379,6170,10/16/2018,10/27/2018
C907767,P108939,20906,9/9/2017,10/27/2018
C907768,P110672,1167,6/5/2018,10/27/2018
C907769,P110962,4920,10/14/2018,10/27/2018
C907770,P109660,6797,1/23/2018,10/27/2018
C907771,P102563,1512,1/18/2018,10/28/2018
C907772,P109125,5040,2/24/2017,10/28/2018
C907773,P108916,3437,10/25/2018,10/28/2018
C907774,P100737,4444,11/16/2017,10/28/2018
C907775,P105194,2684,5/15/2018,10/28/2018
C907776,P106793,1174,7/22/2018,10/28/2018
C907777,P109115,1218,10/12/2017,10/28/2018
C907778,P111078,1032,8/21/2018,10/29/2018
C907779,P112066,850,8/19/2018,10/29/2018
C907780,P109365,4741,8/27/2017,10/29/2018
C907781,P107786,1827,8/19/2016,10/29/2018
C907782,P108292,7782,6/18/2017,10/29/2018
C907783,P106977,2736,3/7/2018,10/29/2018
C907784,P110861,9608,4/16/2018,10/30/2018
C907785,P109104,2899,10/6/2018,10/30/2018
C907786,P112046,1976,9/28/2018,10/30/2018
C907787,P111992,2099,7/18/2018,10/31/2018
C907788,P111064,11376,1/3/2018,10/31/2018
C907789,P109734,3765,9/12/2017,10/31/2018
C907790,P105379,2719,10/15/2018,10/31/2018
C907791,P110388,3440,9/17/2018,10/31/2018
C907792,P106034,647,2/13/2018,10/31/2018
C907793,P110429,761,7/8/2018,10/31/2018
C907794,P110700,538,5/30/2018,11/1/2018
C907795,P110613,1869,2/19/2018,11/1/2018
C907796,P108868,4797,5/3/2017,11/1/2018
C907797,P102157,10874,5/23/2017,11/1/2018
C907798,P110237,1344,8/27/2017,11/1/2018
C907799,P108263,2442,10/27/2018,11/1/2018
C907800,P107045,1277,1/3/2018,11/1/2018
C907801,P110783,3405,9/5/2018,11/2/2018
C907802,P109865,6676,4/2/2018,11/2/2018
C907803,P109471,4958,12/3/2017,11/2/2018
C907804,P100993,1846,7/31/2017,11/2/2018
C907805,P101126,1415,6/11/2017,11/3/2018
C907806,P109819,7676,9/29/2018,11/3/2018
C907807,P100729,8116,12/4/2016,11/3/2018
C907808,P104035,2075,10/4/2018,11/3/2018
C907809,P102414,567,10/28/2016,11/3/2018
C907810,P104743,7434,7/14/2018,11/3/2018
C907811,P111066,1635,5/16/2018,11/3/2018
C907812,P107610,1094,1/19/2018,11/3/2018
C907813,P101447,2027,6/15/2014,11/4/2018
C907814,P102659,1671,12/26/2017,11/4/2018
C907815,P110730,2418,11/4/2018,11/4/2018
C907816,P110346,3105,1/14/2018,11/4/2018
C907817,P110454,21648,3/11/2018,11/4/2018
C907818,P109804,15431,6/1/2018,11/4/2018
C907819,P103664,846,5/17/2018,11/4/2018
C907820,P101324,1373,6/13/2017,11/4/2018
C907821,P108692,6666,5/24/2018,11/4/2018
C907822,P108757,7382,6/15/2017,11/4/2018
C907823,P109803,38964,2/18/2018,11/4/2018
C907824,P108444,2435,4/29/2017,11/5/2018
C907825,P103897,10218,1/6/2018,11/5/2018
C907826,P103120,2432,4/6/2016,11/5/2018
C907827,P103571,1283,10/5/2017,11/5/2018
C907828,P107863,568,6/18/2018,11/5/2018
C907829,P111893,1026,10/26/2018,11/5/2018
C907830,P108080,1081,4/11/2018,11/5/2018
C907831,P104095,2669,7/7/2018,11/6/2018
C907832,P107131,10574,7/24/2018,11/6/2018
C907833,P107087,11804,11/13/2017,11/6/2018
C907834,P101218,1689,6/29/2016,11/6/2018
C907835,P110294,148,9/19/2018,11/6/2018
C907836,P107520,2461,10/23/2018,11/6/2018
C907837,P102651,2610,7/26/2017,11/6/2018
C907838,P102614,2925,11/14/2016,11/6/2018
C907839,P100550,19422,9/16/2018,11/7/2018
C907840,P110770,2388,9/26/2018,11/7/2018
C907841,P107647,1974,5/19/2018,11/7/2018
C907842,P111719,6276,10/8/2018,11/7/2018
C907843,P110361,747,7/13/2018,11/7/2018
C907844,P110070,2103,7/3/2018,11/8/2018
C907845,P103753,1700,2/4/2016,11/8/2018
C907846,P110112,3286,10/3/2018,11/8/2018
C907847,P108305,956,5/20/2018,11/8/2018
C907848,P105939,5402,4/9/2017,11/8/2018
C907849,P103986,7444,11/30/2016,11/8/2018
C907850,P109893,435,2/26/2018,11/8/2018
C907851,P101069,12358,5/13/2017,11/8/2018
C907852,P107396,503,7/9/2018,11/9/2018
C907853,P102085,7699,4/22/2018,11/9/2018
C907854,P105313,9259,5/1/2016,11/9/2018
C907855,P106596,3630,9/12/2016,11/9/2018
C907856,P107444,2550,10/28/2018,11/9/2018
C907857,P106853,14,1/23/2018,11/9/2018
C907858,P105003,2493,2/13/2017,11/9/2018
C907859,P103584,1491,7/30/2018,11/9/2018
C907860,P108796,9458,11/6/2018,11/9/2018
C907861,P103294,17150,4/8/2017,11/9/2018
C907862,P108565,3445,11/3/2018,11/10/2018
C907863,P106390,4231,7/31/2017,11/10/2018
C907864,P110576,523,10/18/2018,11/10/2018
C907865,P105312,1557,8/24/2016,11/10/2018
C907866,P103966,9078,3/18/2018,11/10/2018
C907867,P111297,11405,9/5/2018,11/10/2018
C907868,P108891,11985,3/28/2017,11/11/2018
C907869,P107829,3556,3/18/2018,11/11/2018
C907870,P112120,2771,11/8/2018,11/11/2018
C907871,P102865,20158,6/6/2017,11/11/2018
C907872,P106369,2560,8/15/2017,11/11/2018
C907873,P105068,2130,4/22/2018,11/11/2018
C907874,P109535,2176,10/25/2017,11/11/2018
C907875,P106815,12388,7/31/2017,11/11/2018
C907876,P100924,1145,1/27/2018,11/11/2018
C907877,P105473,3063,8/6/2015,11/12/2018
C907878,P111503,7002,11/2/2018,11/12/2018
C907879,P101562,1910,10/14/2018,11/12/2018
C907880,P100439,21946,5/14/2017,11/12/2018
C907881,P109240,5327,2/13/2018,11/12/2018
C907882,P107803,7643,11/6/2016,11/12/2018
C907883,P100551,7166,5/2/2018,11/12/2018
C907884,P108450,2777,7/20/2018,11/12/2018
C907885,P108026,736,12/16/2016,11/12/2018
C907886,P107304,1354,6/30/2018,11/12/2018
C907887,P101871,825,11/11/2017,11/12/2018
C907888,P108974,8059,10/15/2018,11/13/2018
C907889,P104978,2223,9/17/2018,11/13/2018
C907890,P107140,8339,12/24/2017,11/13/2018
C907891,P110518,1648,2/14/2018,11/13/2018
C907892,P109355,4477,2/8/2018,11/13/2018
C907893,P108909,14543,8/14/2017,11/13/2018
C907894,P101856,7416,12/2/2016,11/13/2018
C907895,P106320,9445,12/13/2017,11/14/2018
C907896,P111171,1243,10/3/2018,11/14/2018
C907897,P103027,3379,11/17/2017,11/14/2018
C907898,P107058,18306,8/15/2017,11/14/2018
C907899,P109433,5377,5/26/2017,11/14/2018
C907900,P107883,12513,4/29/2017,11/14/2018
C907901,P106132,3591,9/28/2017,11/14/2018
C907902,P109424,216,11/14/2018,11/14/2018
C907903,P111262,7148,6/25/2018,11/14/2018
C907904,P100221,1206,7/6/2018,11/14/2018
C907905,P109365,8179,8/30/2017,11/15/2018
C907906,P106816,6649,9/7/2018,11/15/2018
C907907,P109685,697,3/25/2018,11/15/2018
C907908,P104663,12350,2/25/2018,11/15/2018
C907909,P103632,55039,3/7/2018,11/15/2018
C907910,P102615,5679,3/14/2018,11/15/2018
C907911,P108329,1273,12/18/2016,11/15/2018
C907912,P110241,5915,2/15/2018,11/15/2018
C907913,P110902,672,5/18/2018,11/16/2018
C907914,P108515,232,4/15/2018,11/16/2018
C907915,P109758,113,9/2/2018,11/16/2018
C907916,P112417,3756,10/21/2018,11/16/2018
C907917,P110415,5148,6/3/2018,11/16/2018
C907918,P101777,1098,3/6/2018,11/16/2018
C907919,P106336,17967,11/4/2018,11/17/2018
C907920,P111258,1955,4/21/2018,11/17/2018
C907921,P110696,5206,7/7/2018,11/17/2018
C907922,P103835,7627,10/21/2018,11/17/2018
C907923,P108815,4003,10/27/2018,11/17/2018
C907924,P101778,21537,3/6/2017,11/17/2018
C907925,P106050,12948,3/5/2018,11/17/2018
C907926,P104893,15398,12/14/2017,11/17/2018
C907927,P107078,2229,9/1/2018,11/17/2018
C907928,P105645,10439,8/11/2018,11/17/2018
C907929,P107669,6990,12/25/2017,11/17/2018
C907930,P107763,7457,9/17/2018,11/17/2018
C907931,P102697,2762,5/17/2018,11/17/2018
C907932,P103753,457,7/14/2018,11/18/2018
C907933,P105154,7620,8/22/2018,11/18/2018
C907934,P109440,1856,4/15/2018,11/18/2018
C907935,P106480,1298,6/21/2017,11/18/2018
C907936,P110247,5736,3/24/2018,11/18/2018
C907937,P108911,1289,2/24/2017,11/18/2018
C907938,P104087,2368,4/4/2018,11/18/2018
C907939,P107709,2209,2/6/2018,11/19/2018
C907940,P106286,4089,5/15/2018,11/19/2018
C907941,P104990,12428,6/15/2017,11/19/2018
C907942,P100861,8078,9/30/2017,11/19/2018
C907943,P111354,7424,4/22/2018,11/20/2018
C907944,P110926,2945,7/12/2018,11/20/2018
C907945,P101357,5071,4/13/2018,11/20/2018
C907946,P111008,2847,5/31/2018,11/20/2018
C907947,P108334,3068,12/22/2016,11/20/2018
C907948,P107421,4608,1/8/2018,11/21/2018
C907949,P112333,2455,11/10/2018,11/21/2018
C907950,P107872,6985,2/3/2018,11/21/2018
C907951,P110909,6713,1/29/2018,11/21/2018
C907952,P104542,4534,7/17/2018,11/21/2018
C907953,P110988,6794,7/13/2018,11/22/2018
C907954,P111465,6764,4/28/2018,11/22/2018
C907955,P109209,2289,1/30/2018,11/22/2018
C907956,P104517,27307,10/31/2018,11/22/2018
C907957,P105557,1240,6/2/2016,11/22/2018
C907958,P102013,15279,5/30/2018,11/22/2018
C907959,P110807,1079,4/11/2018,11/22/2018
C907960,P104832,6398,10/8/2015,11/22/2018
C907961,P106726,3159,1/11/2017,11/22/2018
C907962,P108861,8556,9/1/2018,11/22/2018
C907963,P105293,903,6/20/2018,11/22/2018
C907964,P107153,428,10/17/2018,11/23/2018
C907965,P111225,6599,8/19/2018,11/23/2018
C907966,P109012,804,4/16/2018,11/23/2018
C907967,P110572,14722,4/9/2018,11/23/2018
C907968,P108017,4297,9/22/2017,11/23/2018
C907969,P110329,4142,9/28/2017,11/23/2018
C907970,P110435,2443,8/28/2018,11/23/2018
C907971,P100633,4380,2/27/2017,11/23/2018
C907972,P105344,71,4/24/2018,11/23/2018
C907973,P110315,377,12/7/2017,11/23/2018
C907974,P106892,6416,5/14/2016,11/24/2018
