PolicyNumber,PolicyStartDate,DrivingFrequency,County
P111087,12/25/2017,Medium,Riverside
P111088,12/25/2017,Medium,Los Angeles
P111089,12/25/2017,Medium,Los Angeles
P104762,12/26/2017,High,San Bernadino
P104764,12/26/2017,High,Orange
P104766,12/26/2017,High,San Bernadino
P104768,12/26/2017,High,Los Angeles
P106499,12/26/2017,High,Ventura
P106501,12/26/2017,High,San Bernadino
P108757,12/26/2017,Medium,Los Angeles
P108758,12/26/2017,Medium,Los Angeles
P108759,12/26/2017,Medium,Los Angeles
P108760,12/26/2017,Medium,Riverside
P111090,12/26/2017,Medium,Los Angeles
P111091,12/26/2017,Medium,San Bernadino
P111092,12/26/2017,Medium,San Bernadino
P111093,12/26/2017,Medium,Ventura
P111094,12/26/2017,Medium,San Bernadino
P111095,12/26/2017,Medium,Los Angeles
P111096,12/26/2017,Medium,San Bernadino
P104779,12/27/2017,High,San Bernadino
P104780,12/27/2017,High,Los Angeles
P104782,12/27/2017,High,Los Angeles
P104784,12/27/2017,High,Los Angeles
P104788,12/27/2017,High,San Bernadino
P106505,12/27/2017,High,Riverside
P106506,12/27/2017,High,Ventura
P106507,12/27/2017,High,Los Angeles
P108762,12/27/2017,High,Los Angeles
P108763,12/27/2017,Medium,Los Angeles
P108764,12/27/2017,High,Los Angeles
P108765,12/27/2017,Medium,San Bernadino
P108766,12/27/2017,Medium,San Bernadino
P108767,12/27/2017,Low,Riverside
P111097,12/27/2017,Medium,Los Angeles
P111098,12/27/2017,Medium,San Bernadino
P111099,12/27/2017,Medium,Ventura
P111100,12/27/2017,Medium,Los Angeles
P111101,12/27/2017,Medium,Los Angeles
P111102,12/27/2017,Medium,Los Angeles
P111103,12/27/2017,Medium,Los Angeles
P104791,12/28/2017,High,Riverside
P104792,12/28/2017,High,Ventura
P104793,12/28/2017,High,Orange
P104795,12/28/2017,High,Los Angeles
P104797,12/28/2017,High,Riverside
P104798,12/28/2017,High,San Bernadino
P106509,12/28/2017,High,Ventura
P106511,12/28/2017,High,Riverside
P108770,12/28/2017,Low,Ventura
P108771,12/28/2017,Low,Los Angeles
P111104,12/28/2017,Medium,Riverside
P111105,12/28/2017,Medium,Riverside
P111106,12/28/2017,Medium,Orange
P111107,12/28/2017,Medium,Los Angeles
P104805,12/29/2017,High,Los Angeles
P104807,12/29/2017,High,Los Angeles
P104808,12/29/2017,High,Ventura
P104811,12/29/2017,High,San Bernadino
P104812,12/29/2017,High,Ventura
P104814,12/29/2017,High,Los Angeles
P104815,12/29/2017,High,Ventura
P106513,12/29/2017,High,Ventura
P108772,12/29/2017,Low,Orange
P108773,12/29/2017,Low,Los Angeles
P108774,12/29/2017,Low,Orange
P108777,12/29/2017,Low,Ventura
P111108,12/29/2017,Medium,Riverside
P111109,12/29/2017,Medium,Ventura
P104816,12/30/2017,High,San Bernadino
P104817,12/30/2017,High,San Bernadino
P104819,12/30/2017,High,San Bernadino
P104823,12/30/2017,High,Orange
P104824,12/30/2017,High,Riverside
P104827,12/30/2017,High,Riverside
P104828,12/30/2017,High,Ventura
P106517,12/30/2017,High,Riverside
P106518,12/30/2017,High,Ventura
P106519,12/30/2017,High,Riverside
P108778,12/30/2017,Low,Los Angeles
P108779,12/30/2017,Low,Los Angeles
P108780,12/30/2017,Low,Los Angeles
P108781,12/30/2017,Low,Los Angeles
P108782,12/30/2017,Low,San Bernadino
P108783,12/30/2017,Low,San Bernadino
P108786,12/30/2017,Low,Ventura
P111110,12/30/2017,Medium,Orange
P111111,12/30/2017,Low,Los Angeles
P111112,12/30/2017,Medium,San Bernadino
P111113,12/30/2017,Medium,Riverside
P111114,12/30/2017,Medium,Orange
P104833,12/31/2017,High,Riverside
P104835,12/31/2017,High,Orange
P104843,12/31/2017,High,San Bernadino
P104844,12/31/2017,High,San Bernadino
P104845,12/31/2017,High,Ventura
P104846,12/31/2017,High,Riverside
P104849,12/31/2017,High,Los Angeles
P106520,12/31/2017,High,Ventura
P106521,12/31/2017,High,San Bernadino
P106522,12/31/2017,High,Ventura
P106524,12/31/2017,High,San Bernadino
P106525,12/31/2017,High,Los Angeles
P108787,12/31/2017,Low,Orange
P108788,12/31/2017,Low,Los Angeles
P108791,12/31/2017,Low,Ventura
P108792,12/31/2017,Low,Orange
P108793,12/31/2017,Low,Ventura
P108794,12/31/2017,Low,Riverside
P111115,12/31/2017,High,San Bernadino
P111116,12/31/2017,High,San Bernadino
P111117,12/31/2017,High,Riverside
P111118,12/31/2017,High,Ventura
P111119,12/31/2017,Low,Orange
P111120,12/31/2017,High,Orange
P100000,1/1/2018,Low,Orange
P100006,1/1/2018,Medium,Los Angeles
P100007,1/1/2018,Low,Orange
P100009,1/1/2018,Medium,Orange
P100012,1/1/2018,Low,Ventura
P100014,1/1/2018,Medium,San Bernadino
P100016,1/1/2018,High,Riverside
P100018,1/1/2018,Low,Ventura
P106526,1/1/2018,High,Ventura
P106527,1/1/2018,High,San Bernadino
P106528,1/1/2018,High,Riverside
P106531,1/1/2018,High,Riverside
P106532,1/1/2018,High,Los Angeles
P106533,1/1/2018,High,Los Angeles
P108795,1/1/2018,Low,Orange
P108796,1/1/2018,Low,Ventura
P108798,1/1/2018,Low,San Bernadino
P108799,1/1/2018,Low,Los Angeles
P111121,1/1/2018,High,Orange
P111122,1/1/2018,High,San Bernadino
P111123,1/1/2018,High,Orange
P111124,1/1/2018,High,Los Angeles
P111125,1/1/2018,High,San Bernadino
P111126,1/1/2018,High,Orange
P111127,1/1/2018,High,Ventura
P100025,1/2/2018,High,Riverside
P100030,1/2/2018,High,San Bernadino
P100034,1/2/2018,High,San Bernadino
P104855,1/2/2018,High,Riverside
P106537,1/2/2018,High,Los Angeles
P108802,1/2/2018,Low,Ventura
P108804,1/2/2018,Low,Los Angeles
P108805,1/2/2018,Low,Los Angeles
P111128,1/2/2018,High,San Bernadino
P111129,1/2/2018,High,Riverside
P111130,1/2/2018,High,San Bernadino
P100038,1/3/2018,High,Los Angeles
P100043,1/3/2018,Medium,Los Angeles
P100045,1/3/2018,High,San Bernadino
P100048,1/3/2018,Medium,Orange
P106539,1/3/2018,High,Ventura
P106540,1/3/2018,High,Ventura
P106541,1/3/2018,High,San Bernadino
P106544,1/3/2018,High,Los Angeles
P106546,1/3/2018,High,Los Angeles
P108807,1/3/2018,Low,Ventura
P108808,1/3/2018,Low,Ventura
P108810,1/3/2018,Low,Ventura
P108811,1/3/2018,Low,Ventura
P108812,1/3/2018,Low,Riverside
P111131,1/3/2018,High,Ventura
P111132,1/3/2018,High,Ventura
P111133,1/3/2018,High,Los Angeles
P111134,1/3/2018,High,Los Angeles
P111135,1/3/2018,High,San Bernadino
P111136,1/3/2018,High,Ventura
P111137,1/3/2018,High,Ventura
P111138,1/3/2018,High,Orange
P111139,1/3/2018,High,Ventura
P100049,1/4/2018,High,Riverside
P100051,1/4/2018,Medium,Riverside
P100053,1/4/2018,High,San Bernadino
P100054,1/4/2018,Medium,San Bernadino
P100055,1/4/2018,Low,Los Angeles
P100057,1/4/2018,Medium,Ventura
P100058,1/4/2018,Low,San Bernadino
P104858,1/4/2018,High,San Bernadino
P104860,1/4/2018,High,Ventura
P106548,1/4/2018,High,Ventura
P111140,1/4/2018,High,Orange
P111141,1/4/2018,High,Riverside
P100060,1/5/2018,Medium,Ventura
P100061,1/5/2018,Medium,San Bernadino
P100062,1/5/2018,High,San Bernadino
P100063,1/5/2018,Low,Los Angeles
P100064,1/5/2018,High,Riverside
P100068,1/5/2018,High,Riverside
P100073,1/5/2018,Low,Orange
P104861,1/5/2018,High,Los Angeles
P104862,1/5/2018,High,Los Angeles
P104864,1/5/2018,High,Los Angeles
P104867,1/5/2018,High,Los Angeles
P104868,1/5/2018,High,Ventura
P106550,1/5/2018,High,Ventura
P106551,1/5/2018,High,Los Angeles
P106552,1/5/2018,High,Los Angeles
P106553,1/5/2018,High,San Bernadino
P108815,1/5/2018,Low,Ventura
P108816,1/5/2018,Low,Los Angeles
P108817,1/5/2018,Low,Orange
P111142,1/5/2018,High,Orange
P111143,1/5/2018,High,Orange
P111144,1/5/2018,High,San Bernadino
P111145,1/5/2018,High,Ventura
P111146,1/5/2018,High,Ventura
P111147,1/5/2018,High,Orange
P111148,1/5/2018,High,Los Angeles
P111149,1/5/2018,High,Riverside
P100079,1/6/2018,High,Los Angeles
P100080,1/6/2018,High,Riverside
P100081,1/6/2018,High,Riverside
P100085,1/6/2018,High,Los Angeles
P100090,1/6/2018,High,San Bernadino
P100091,1/6/2018,High,San Bernadino
P100093,1/6/2018,High,Riverside
P100094,1/6/2018,Medium,Riverside
P104874,1/6/2018,High,Ventura
P104877,1/6/2018,High,Los Angeles
P106561,1/6/2018,High,Orange
P106562,1/6/2018,High,Ventura
P106563,1/6/2018,High,Orange
P106564,1/6/2018,High,Los Angeles
P108821,1/6/2018,Low,Ventura
P108823,1/6/2018,Low,San Bernadino
P108824,1/6/2018,Low,San Bernadino
P111150,1/6/2018,High,San Bernadino
P111151,1/6/2018,High,Los Angeles
P100097,1/7/2018,Medium,San Bernadino
P100098,1/7/2018,High,Los Angeles
P100102,1/7/2018,High,Riverside
P100106,1/7/2018,High,San Bernadino
P100107,1/7/2018,High,San Bernadino
P100109,1/7/2018,Low,Los Angeles
P104881,1/7/2018,High,Riverside
P104883,1/7/2018,High,San Bernadino
P104886,1/7/2018,High,San Bernadino
P106565,1/7/2018,High,Riverside
P106568,1/7/2018,High,Los Angeles
P106569,1/7/2018,High,Ventura
P106570,1/7/2018,High,San Bernadino
P106573,1/7/2018,High,Los Angeles
P108825,1/7/2018,Low,Orange
P108826,1/7/2018,Low,San Bernadino
P108828,1/7/2018,Low,Riverside
P108829,1/7/2018,Low,Riverside
P111152,1/7/2018,High,San Bernadino
P111153,1/7/2018,High,Ventura
P111154,1/7/2018,High,Ventura
P100123,1/8/2018,Low,Los Angeles
P100124,1/8/2018,Medium,Riverside
P104887,1/8/2018,High,Ventura
P104888,1/8/2018,High,San Bernadino
P104890,1/8/2018,High,Los Angeles
P104894,1/8/2018,High,Ventura
P106574,1/8/2018,High,Los Angeles
P106575,1/8/2018,High,San Bernadino
P108831,1/8/2018,Low,Orange
P111155,1/8/2018,High,Los Angeles
P100129,1/9/2018,Medium,Los Angeles
P100130,1/9/2018,High,Ventura
P100134,1/9/2018,Low,Orange
P100137,1/9/2018,High,Riverside
P104896,1/9/2018,High,Los Angeles
P104898,1/9/2018,High,Ventura
P104899,1/9/2018,High,Ventura
P104901,1/9/2018,High,San Bernadino
P106576,1/9/2018,High,Ventura
P106580,1/9/2018,High,Los Angeles
P106581,1/9/2018,High,Ventura
P108832,1/9/2018,Low,Riverside
P108834,1/9/2018,Low,San Bernadino
P108835,1/9/2018,Low,San Bernadino
P108836,1/9/2018,Low,Los Angeles
P108838,1/9/2018,Low,Riverside
P111156,1/9/2018,High,Los Angeles
P111157,1/9/2018,High,Orange
P100142,1/10/2018,High,Ventura
P104903,1/10/2018,High,Ventura
P104905,1/10/2018,High,Riverside
P104906,1/10/2018,High,Riverside
P104907,1/10/2018,High,Ventura
P106582,1/10/2018,High,Ventura
P106584,1/10/2018,High,Orange
P106585,1/10/2018,High,Riverside
P106586,1/10/2018,High,Los Angeles
P108841,1/10/2018,Low,Riverside
P108844,1/10/2018,Low,Los Angeles
P111158,1/10/2018,High,Riverside
P100150,1/11/2018,Medium,Ventura
P100151,1/11/2018,High,Ventura
P100153,1/11/2018,High,Los Angeles
P100159,1/11/2018,Low,Los Angeles
P100161,1/11/2018,High,Los Angeles
P100164,1/11/2018,High,Riverside
P104909,1/11/2018,High,Los Angeles
P104910,1/11/2018,High,Orange
P106587,1/11/2018,High,Orange
P106588,1/11/2018,High,San Bernadino
P106589,1/11/2018,High,San Bernadino
P108847,1/11/2018,Low,Los Angeles
P108848,1/11/2018,Low,Los Angeles
P108850,1/11/2018,Low,Los Angeles
P111159,1/11/2018,High,San Bernadino
P111160,1/11/2018,High,Orange
P111161,1/11/2018,High,Ventura
P111162,1/11/2018,High,Ventura
P111163,1/11/2018,High,Orange
P100167,1/12/2018,High,Ventura
P100168,1/12/2018,Low,San Bernadino
P100172,1/12/2018,Medium,Riverside
P104913,1/12/2018,High,Los Angeles
P104915,1/12/2018,High,Riverside
P104916,1/12/2018,High,Orange
P104919,1/12/2018,High,San Bernadino
P106590,1/12/2018,High,Los Angeles
P106593,1/12/2018,High,San Bernadino
P106594,1/12/2018,High,San Bernadino
P108851,1/12/2018,Low,Los Angeles
P108852,1/12/2018,Low,Los Angeles
P108853,1/12/2018,Low,Ventura
P108854,1/12/2018,Low,Los Angeles
P108855,1/12/2018,Low,Ventura
P108856,1/12/2018,Low,San Bernadino
P108857,1/12/2018,Low,Los Angeles
P108858,1/12/2018,Low,Los Angeles
P111164,1/12/2018,High,Los Angeles
P111165,1/12/2018,High,Los Angeles
P111166,1/12/2018,High,Los Angeles
P111167,1/12/2018,High,Ventura
P100175,1/13/2018,Medium,Ventura
P100176,1/13/2018,High,Riverside
P100177,1/13/2018,Medium,San Bernadino
P100180,1/13/2018,Medium,Los Angeles
P100183,1/13/2018,Medium,San Bernadino
P100184,1/13/2018,Medium,Los Angeles
P104921,1/13/2018,High,Ventura
P104923,1/13/2018,High,Los Angeles
P104925,1/13/2018,High,Ventura
P104927,1/13/2018,High,Orange
P106596,1/13/2018,High,Ventura
P106597,1/13/2018,High,Orange
P106598,1/13/2018,High,Los Angeles
P106600,1/13/2018,High,Los Angeles
P106601,1/13/2018,High,Los Angeles
P106603,1/13/2018,High,San Bernadino
P108860,1/13/2018,Low,Riverside
P111168,1/13/2018,High,Los Angeles
P111169,1/13/2018,High,San Bernadino
P111170,1/13/2018,High,Orange
P111171,1/13/2018,High,San Bernadino
P111172,1/13/2018,High,Los Angeles
P100190,1/14/2018,High,Ventura
P104928,1/14/2018,High,Orange
P104930,1/14/2018,High,Orange
P106605,1/14/2018,High,San Bernadino
P106607,1/14/2018,High,Riverside
P106609,1/14/2018,High,Los Angeles
P106610,1/14/2018,High,Ventura
P106611,1/14/2018,High,Los Angeles
P106613,1/14/2018,High,Los Angeles
P106614,1/14/2018,High,Riverside
P106615,1/14/2018,High,Los Angeles
P106616,1/14/2018,High,Los Angeles
P108861,1/14/2018,Low,Los Angeles
P108862,1/14/2018,Low,Los Angeles
P108863,1/14/2018,Low,Orange
P108864,1/14/2018,Low,Los Angeles
P108865,1/14/2018,Low,San Bernadino
P108866,1/14/2018,Low,San Bernadino
P111173,1/14/2018,High,Los Angeles
P111174,1/14/2018,High,Ventura
P111175,1/14/2018,High,Riverside
P111176,1/14/2018,High,Ventura
P111177,1/14/2018,High,San Bernadino
P111178,1/14/2018,High,Los Angeles
P100198,1/15/2018,Low,Orange
P100199,1/15/2018,Medium,Ventura
P100200,1/15/2018,Medium,Ventura
P100204,1/15/2018,Medium,Ventura
P104931,1/15/2018,High,San Bernadino
P104932,1/15/2018,High,Los Angeles
P106619,1/15/2018,High,Los Angeles
P108867,1/15/2018,Low,Riverside
P108868,1/15/2018,Low,Los Angeles
P108869,1/15/2018,Low,Orange
P108870,1/15/2018,Low,San Bernadino
P111179,1/15/2018,High,San Bernadino
P111180,1/15/2018,High,San Bernadino
P111181,1/15/2018,High,Los Angeles
P111182,1/15/2018,High,Los Angeles
P111183,1/15/2018,High,Riverside
P100210,1/16/2018,Medium,Ventura
P100216,1/16/2018,Low,Riverside
P100218,1/16/2018,Low,San Bernadino
P100221,1/16/2018,High,Ventura
P106620,1/16/2018,High,Riverside
P106621,1/16/2018,High,Los Angeles
P106622,1/16/2018,High,Los Angeles
P108873,1/16/2018,Low,Orange
P108874,1/16/2018,Low,Orange
P108875,1/16/2018,Low,Orange
P111184,1/16/2018,High,Orange
P111185,1/16/2018,High,Los Angeles
P111186,1/16/2018,High,Orange
P111187,1/16/2018,High,San Bernadino
P104938,1/17/2018,High,Los Angeles
P104939,1/17/2018,High,San Bernadino
P104941,1/17/2018,High,Riverside
P106625,1/17/2018,High,Los Angeles
P108877,1/17/2018,Low,San Bernadino
P108879,1/17/2018,Low,Los Angeles
P108880,1/17/2018,Low,Los Angeles
P108883,1/17/2018,Low,Los Angeles
P108884,1/17/2018,Low,Riverside
P111188,1/17/2018,High,Ventura
P111189,1/17/2018,High,Ventura
P111190,1/17/2018,High,Riverside
P111191,1/17/2018,High,Los Angeles
P111192,1/17/2018,High,Ventura
P111193,1/17/2018,High,Ventura
P100233,1/18/2018,Medium,Los Angeles
P100235,1/18/2018,High,Ventura
P100237,1/18/2018,High,Ventura
P100241,1/18/2018,Medium,San Bernadino
P104943,1/18/2018,High,San Bernadino
P106630,1/18/2018,High,Riverside
P108886,1/18/2018,Low,San Bernadino
P108887,1/18/2018,Low,Riverside
P108889,1/18/2018,Low,San Bernadino
P111194,1/18/2018,High,San Bernadino
P111195,1/18/2018,High,Los Angeles
P111196,1/18/2018,High,Orange
P111197,1/18/2018,High,Los Angeles
P111198,1/18/2018,High,San Bernadino
P100250,1/19/2018,High,Los Angeles
P100256,1/19/2018,High,Riverside
P100259,1/19/2018,Medium,Orange
P100260,1/19/2018,Low,Los Angeles
P100262,1/19/2018,High,Riverside
P104945,1/19/2018,High,Orange
P104946,1/19/2018,High,San Bernadino
P104947,1/19/2018,High,San Bernadino
P104950,1/19/2018,High,Los Angeles
P104951,1/19/2018,High,Ventura
P106634,1/19/2018,High,Los Angeles
P106635,1/19/2018,High,Ventura
P106637,1/19/2018,High,Ventura
P108890,1/19/2018,Low,Ventura
P108891,1/19/2018,Low,Orange
P108893,1/19/2018,Low,Ventura
P108894,1/19/2018,Low,San Bernadino
P108895,1/19/2018,Low,Los Angeles
P108896,1/19/2018,Low,Riverside
P108897,1/19/2018,Low,San Bernadino
P108898,1/19/2018,Low,San Bernadino
P111199,1/19/2018,High,Ventura
P111200,1/19/2018,High,Los Angeles
P111201,1/19/2018,High,Orange
P111202,1/19/2018,High,Ventura
P111203,1/19/2018,High,Los Angeles
P111204,1/19/2018,High,Orange
P111205,1/19/2018,High,Riverside
P100265,1/20/2018,Medium,Riverside
P100267,1/20/2018,Medium,Ventura
P100272,1/20/2018,Low,Ventura
P100274,1/20/2018,High,Los Angeles
P100277,1/20/2018,Low,Los Angeles
P100278,1/20/2018,High,Ventura
P100280,1/20/2018,Low,Los Angeles
P104954,1/20/2018,High,Riverside
P104955,1/20/2018,High,Los Angeles
P106638,1/20/2018,High,San Bernadino
P106639,1/20/2018,High,San Bernadino
P106640,1/20/2018,High,Orange
P106643,1/20/2018,High,Ventura
P108899,1/20/2018,Low,San Bernadino
P108900,1/20/2018,Low,Los Angeles
P108901,1/20/2018,Low,Los Angeles
P108903,1/20/2018,Low,Los Angeles
P108904,1/20/2018,Low,Los Angeles
P108905,1/20/2018,Low,Riverside
P108906,1/20/2018,Low,Ventura
P111206,1/20/2018,High,Ventura
P111207,1/20/2018,High,Ventura
P111208,1/20/2018,High,Orange
P111209,1/20/2018,High,Ventura
P111210,1/20/2018,High,Ventura
P100285,1/21/2018,High,San Bernadino
P100290,1/21/2018,High,Los Angeles
P104956,1/21/2018,High,Orange
P106647,1/21/2018,High,Riverside
P108907,1/21/2018,Low,Los Angeles
P108908,1/21/2018,Low,San Bernadino
P108909,1/21/2018,Low,Orange
P108911,1/21/2018,Low,Los Angeles
P108912,1/21/2018,Low,Ventura
P108913,1/21/2018,Low,Los Angeles
P108914,1/21/2018,Low,San Bernadino
P108915,1/21/2018,Low,Riverside
P108916,1/21/2018,Low,Los Angeles
P111211,1/21/2018,High,Orange
P111212,1/21/2018,High,San Bernadino
P111213,1/21/2018,High,Ventura
P111214,1/21/2018,High,San Bernadino
P111215,1/21/2018,High,San Bernadino
P111216,1/21/2018,High,Orange
P111217,1/21/2018,High,San Bernadino
P100292,1/22/2018,Low,Ventura
P100296,1/22/2018,Low,Riverside
P100300,1/22/2018,Medium,Riverside
P100301,1/22/2018,High,San Bernadino
P100302,1/22/2018,Medium,San Bernadino
P100303,1/22/2018,High,San Bernadino
P100305,1/22/2018,High,Los Angeles
P104959,1/22/2018,High,Los Angeles
P106653,1/22/2018,High,Los Angeles
P106654,1/22/2018,High,San Bernadino
P108918,1/22/2018,Low,Los Angeles
P108919,1/22/2018,Low,Los Angeles
P108920,1/22/2018,Low,Riverside
P108921,1/22/2018,Low,Riverside
P111218,1/22/2018,High,San Bernadino
P111219,1/22/2018,High,Riverside
P111220,1/22/2018,High,Los Angeles
P111221,1/22/2018,High,Riverside
P111222,1/22/2018,High,Riverside
P111223,1/22/2018,High,Riverside
P111224,1/22/2018,High,San Bernadino
P111225,1/22/2018,High,Ventura
P111226,1/22/2018,High,Orange
P100306,1/23/2018,Medium,Riverside
P100307,1/23/2018,Medium,Ventura
P100311,1/23/2018,High,San Bernadino
P100314,1/23/2018,High,Riverside
P100316,1/23/2018,High,Orange
P100318,1/23/2018,Low,Los Angeles
P104963,1/23/2018,High,Ventura
P104964,1/23/2018,High,Los Angeles
P104965,1/23/2018,High,Los Angeles
P106657,1/23/2018,High,Orange
P106659,1/23/2018,High,San Bernadino
P106660,1/23/2018,High,Los Angeles
P108925,1/23/2018,Low,Ventura
P108926,1/23/2018,Low,Riverside
P108927,1/23/2018,Low,Los Angeles
P108928,1/23/2018,Low,Riverside
P111227,1/23/2018,High,San Bernadino
P111228,1/23/2018,High,Ventura
P111229,1/23/2018,High,Ventura
P111230,1/23/2018,High,Ventura
P111231,1/23/2018,High,Los Angeles
P111232,1/23/2018,High,San Bernadino
P100320,1/24/2018,Medium,Los Angeles
P100327,1/24/2018,Medium,San Bernadino
P100329,1/24/2018,High,San Bernadino
P104967,1/24/2018,High,Riverside
P104968,1/24/2018,High,San Bernadino
P106662,1/24/2018,High,Riverside
P106663,1/24/2018,High,Riverside
P106665,1/24/2018,High,Los Angeles
P106667,1/24/2018,High,San Bernadino
P106668,1/24/2018,High,Riverside
P106669,1/24/2018,High,Ventura
P106670,1/24/2018,High,Los Angeles
P106671,1/24/2018,High,Ventura
P106673,1/24/2018,High,Los Angeles
P108929,1/24/2018,Low,San Bernadino
P108931,1/24/2018,Low,Los Angeles
P108932,1/24/2018,Low,San Bernadino
P111233,1/24/2018,High,Orange
P111234,1/24/2018,High,San Bernadino
P111235,1/24/2018,High,Orange
P111236,1/24/2018,High,San Bernadino
P100334,1/25/2018,Low,Orange
P100338,1/25/2018,Medium,Ventura
P100339,1/25/2018,Medium,San Bernadino
P104969,1/25/2018,High,San Bernadino
P106675,1/25/2018,High,Los Angeles
P106678,1/25/2018,High,Orange
P106679,1/25/2018,High,Los Angeles
P108933,1/25/2018,Low,San Bernadino
P108935,1/25/2018,High,San Bernadino
P108936,1/25/2018,Medium,San Bernadino
P108937,1/25/2018,Medium,San Bernadino
P108938,1/25/2018,Medium,Orange
P111237,1/25/2018,High,Orange
P111238,1/25/2018,High,Riverside
P111239,1/25/2018,High,San Bernadino
P100350,1/26/2018,High,Orange
P100351,1/26/2018,Medium,San Bernadino
P106681,1/26/2018,High,Los Angeles
P106682,1/26/2018,High,Los Angeles
P106687,1/26/2018,High,Orange
P106688,1/26/2018,High,San Bernadino
P108941,1/26/2018,Medium,San Bernadino
P108942,1/26/2018,Medium,Ventura
P108943,1/26/2018,Medium,San Bernadino
P108944,1/26/2018,Medium,Los Angeles
P111240,1/26/2018,High,Ventura
P111241,1/26/2018,High,San Bernadino
P111242,1/26/2018,High,San Bernadino
P111243,1/26/2018,High,Ventura
P111244,1/26/2018,High,San Bernadino
P111245,1/26/2018,High,Los Angeles
P111246,1/26/2018,High,Los Angeles
